Store Number,Store Location,Address,Address Line 2,Address Line 3,City,State,Zip Code,Phone Number,Store Hours,Wireless,Services,Latitude,Longitude
10296-101022,Texas & Villa Maria,601 E Villa Maria Road,,100,Bryan,TX,77802-5352,(979) 821-2420,Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 06:30:00-23:00:00 Sun: 06:30:00-23:00:00,,Drive-Through | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,30.643543,-96.352871
10297-96582,Hwy 290 & Spring Cypress,25615 Hwy 290,,,Cypress,TX,77429-1097,(281) 758-1802,Mon: 04:00:00-22:00:00 Tue: 04:00:00-22:00:00 Wed: 04:00:00-22:00:00 Thu: 04:00:00-22:00:00 Fri: 04:00:00-23:00:00 Sat: 05:00:00-23:00:00 Sun: 05:00:00-22:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,29.972868,-95.69854
10298-98603,Gray & Smith,2101 Smith Street,,101,Houston,TX,77002-8728,(713) 654-2180,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-21:00:00,,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,29.750543,-95.374653
10300-100050,Hwy 66 & Kenwood,2609 Lakeview Parkway,,,Rowlett,TX,75088-3352,(972) 463-2539,Mon: 05:00:00-21:30:00 Tue: 05:00:00-21:30:00 Wed: 05:30:00-21:30:00 Thu: 05:00:00-21:30:00 Fri: 05:00:00-22:30:00 Sat: 06:00:00-22:30:00 Sun: 06:00:00-22:00:00,,Drive-Through | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,32.907837,-96.577286
10301-100418,"Williston Rd, S. Burlington.",1150 Williston Rd.,,Unit 2,South Burlington,VT,05403-5723,(802) 651-6873,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,44.468842,-73.178046
10302-99442,Columbia Tower 40th Floor- Seattle,701 5th Avenue,Bank of America Tower,4020,Seattle,WA,98104-7097,(206) 264-0152,Mon: 05:30:00-18:00:00 Tue: 05:30:00-18:00:00 Wed: 05:30:00-18:00:00 Thu: 05:30:00-18:00:00 Fri: 05:30:00-18:00:00 Sat: 00:00:00-00:00:00 Sun: 00:00:00-00:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,47.604599,-122.330697
10303-98974,2200 Westlake Avenue,2200 Westlake Avenue,2200 Westlake Avenue,,Seattle,WA,98121-2713,(206) 223-2173,Mon: 05:00:00-20:00:00 Tue: 05:00:00-20:00:00 Wed: 05:00:00-20:00:00 Thu: 05:00:00-20:00:00 Fri: 05:00:00-20:00:00 Sat: 05:30:00-19:00:00 Sun: 05:30:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,47.618197,-122.337147
10304-100160,Neenah-Lake St & Winn,1015 W. Winneconne Ave.,,,Neenah,WI,54956-3187,(920) 729-7196,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-22:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,44.177918,-88.482743
10305-100156,Manitowoc-Calumet & Dewey,4430 Calumet Ave,Harbor Town Center,,Manitowoc,WI,54220-8634,(920) 683-1512,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 06:00:00-22:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,44.07935,-87.697313
10306-100638,Huntington Mall,1 Mall Rd,Huntington Mall,Space 340,Barboursville,WV,25504-1822,(304) 733-4383,Mon: 09:30:00-21:00:00 Tue: 09:30:00-21:00:00 Wed: 09:30:00-21:00:00 Thu: 09:30:00-21:00:00 Fri: 09:30:00-21:00:00 Sat: 09:30:00-21:00:00 Sun: 10:30:00-18:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange |,38.418775,-82.264033
10307-99844,"Rosecrans & Central, Compton",2161 W. Rosecrans Ave,,100,Compton,CA,90222-3855,(310) 638-4707,Mon: 05:00:00-22:30:00 Tue: 05:00:00-22:30:00 Wed: 05:00:00-22:30:00 Thu: 05:00:00-22:30:00 Fri: 05:00:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-23:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.903022,-118.255055
10309-98945,"91st. Avenue & Thomas, Phoenix",2815 N. 91st Avenue,,#103,Phoenix,AZ,85037-4053,(623) 474-7163,Mon: 04:30:00-22:00:00 Tue: 04:30:00-22:00:00 Wed: 04:30:00-22:00:00 Thu: 04:30:00-22:00:00 Fri: 04:30:00-22:00:00 Sat: 04:30:00-22:00:00 Sun: 04:30:00-22:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,33.478138,-112.255146
10310-100692,Curtner & Leigh - San Jose,1876 Curtner Avenue,,Unit 150,San Jose,CA,95124-1100,(408) 626-8269,Mon: 05:30:00-20:30:00 Tue: 05:30:00-20:30:00 Wed: 05:30:00-20:30:00 Thu: 05:30:00-20:30:00 Fri: 05:30:00-20:30:00 Sat: 05:30:00-20:30:00 Sun: 05:30:00-20:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,37.275599,-121.922664
10312-100471,Charleston & Independence-Mnt. View,2410 Charleston Avenue,,,Mountain View,CA,94043-1622,(650) 967-9176,Mon: 05:00:00-20:30:00 Tue: 05:00:00-20:30:00 Wed: 05:00:00-20:30:00 Thu: 05:00:00-20:30:00 Fri: 05:00:00-20:30:00 Sat: 05:30:00-19:30:00 Sun: 06:00:00-19:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,37.421835,-122.096395
10313-100107,Capitol Expy & Aborn - San Jo,1847 E. Capitol Expressway,Silver Creek Plaza,,San Jose,CA,95121-1562,(408) 531-9261,Mon: 06:00:00-20:00:00 Tue: 06:00:00-20:00:00 Wed: 06:00:00-20:00:00 Thu: 06:00:00-20:00:00 Fri: 06:00:00-20:30:00 Sat: 06:00:00-20:30:00 Sun: 06:00:00-20:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,37.310888,-121.809668
10314-99075,"College & Plaza, Oceanside",3702 Plaza Drive,,A,Oceanside,CA,92056-4621,(760) 631-8213,Mon: 04:30:00-22:00:00 Tue: 04:30:00-22:00:00 Wed: 04:30:00-22:00:00 Thu: 04:30:00-22:00:00 Fri: 04:30:00-22:30:00 Sat: 04:30:00-22:30:00 Sun: 04:30:00-22:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,33.18183,-117.294866
10316-4256,Wadsworth & Chatfield,7403 West Chatfield,,,Littleton,CO,80128-4561,(303) 948-1066,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:30:00-21:00:00 Sun: 05:30:00-21:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,39.567309,-105.080346
10317-98792,Colorado & I-70- Idaho Springs,2900 Colorado Blvd,Idaho Springs Retail Center,,Idaho Springs,CO,80452,(303) 567-2578,Mon: 05:30:00-20:00:00 Tue: 05:30:00-20:00:00 Wed: 05:30:00-20:00:00 Thu: 05:30:00-20:00:00 Fri: 05:30:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 05:00:00-21:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,39.741657,-105.49748
10318-100360,46 & Johnson,2355 W Jonathon Moore Pike,,,Columbus,IN,47201-9253,(812) 376-6530,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-23:00:00 Sat: 05:00:00-23:00:00 Sun: 06:00:00-22:00:00,,Drive-Through | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi |,39.200031,-85.950828
10319-100405,"Wyoming, Metro Health Village",2355 Health Drive,,A,Wyoming,MI,49519-9523,(616) 531-1092,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:30:00-21:00:00,,Drive-Through | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,42.860324,-85.722663
10322-100060,9th & Elm,304 South 9th Street,,,Columbia,MO,65201-5007,(573) 442-5802,Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-23:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,38.948106,-92.327409
10324-99035,Arrowood Road,7819 Forest Pine Drive,,,Charlotte,NC,28273,(704) 523-2699,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:30:00-21:00:00 Sun: 07:00:00-20:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,35.136851,-80.904203
10325-99909,"Portsmouth, Woodbury Avenue",1855 Woodbury Avenue,,,Portsmouth,NH,03801-3228,(603) 436-1547,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 05:30:00-21:30:00,,Drive-Through | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,43.092318,-70.792327
10326-100646,The Mall at Short Hills,1200 Morris Turnpike,The Mall at Short Hills,,Shorthills,NJ,07078,(973) 379-5412,Mon: 07:00:00-21:30:00 Tue: 07:00:00-21:30:00 Wed: 07:00:00-21:30:00 Thu: 07:00:00-21:30:00 Fri: 07:00:00-22:00:00 Sat: 07:00:00-21:00:00 Sun: 08:00:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,40.739732,-74.365946
10329-100400,"E. Northport, Larkfield Rd",506 Larkfield Rd,,,East Northport,NY,11731-4202,(631) 266-1879,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:30:00 Sat: 06:00:00-22:30:00 Sun: 06:30:00-22:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,40.863832,-73.321131
10330-99342,Hwy 213 - Oregon City,19574 Mollala Ave.,,,Oregon City,OR,97045-4547,(503) 655-2916,Mon: 05:00:00-19:00:00 Tue: 05:00:00-19:00:00 Wed: 05:00:00-19:00:00 Thu: 05:00:00-19:00:00 Fri: 05:00:00-19:00:00 Sat: 06:00:00-18:00:00 Sun: 06:00:00-18:00:00,,Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,45.324114,-122.579437
10331-99662,North Doylestown,498 North Main Street,Doylestown Shopping Center,,Doylestown,PA,18901-3404,(215) 340-0760,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:30:00-21:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,40.321716,-75.130931
10333-99779,I-30 & Belt Line,918 N. Beltline,,,Grand Prairie,TX,75050-5864,(972) 504-9081,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 05:00:00-22:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,32.757638,-96.994521
10334-99941,Providence Crossing- Cedar City,1233 S Sage Dr,,,Cedar City,UT,84720-1998,(435) 586-2531,Mon: 05:00:00-22:30:00 Tue: 05:00:00-22:30:00 Wed: 05:00:00-22:30:00 Thu: 05:00:00-22:30:00 Fri: 05:00:00-22:30:00 Sat: 05:00:00-22:30:00 Sun: 05:00:00-22:30:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,37.655785,-113.084423
10339-97406,E. Cotati & Lasalle - Cotati,640 E. Cotati Avenue,,E,Cotati,CA,94931-4025,(707) 794-9016,Mon: 04:30:00-20:30:00 Tue: 04:30:00-20:30:00 Wed: 04:30:00-20:30:00 Thu: 04:30:00-20:30:00 Fri: 04:30:00-20:30:00 Sat: 05:00:00-20:30:00 Sun: 05:00:00-20:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,38.32901,-122.697523
10342-97367,"Rosecrans & La Mirada, La Mirada",15220 Rosecrans Avenue,,120,La Mirada,CA,90638-4735,(714) 523-7809,Mon: 05:00:00-22:30:00 Tue: 05:00:00-22:30:00 Wed: 05:00:00-22:30:00 Thu: 05:00:00-22:30:00 Fri: 05:00:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 05:30:00-22:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.898429,-118.006816
10343-100624,Santa Cruz & Hwy 9 - Los Gatos,442 N. Santa Cruz Avenue,,,Los Gatos,CA,95030-5313,(408) 395-6912,Mon: 04:30:00-21:00:00 Tue: 04:30:00-21:00:00 Wed: 04:30:00-21:00:00 Thu: 04:30:00-21:00:00 Fri: 04:30:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 05:00:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange |,37.230309,-121.979745
10344-101112,"Hemlock & Perris, Moreno Valley",12190 Perris Blvd.,,A,Moreno Valley,CA,92557-7421,(951) 243-6149,Mon: 05:00:00-22:30:00 Tue: 05:00:00-22:30:00 Wed: 05:00:00-22:30:00 Thu: 05:00:00-22:30:00 Fri: 05:00:00-22:30:00 Sat: 05:30:00-22:30:00 Sun: 05:30:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,33.944368,-117.22603
10346-100564,"I-10 & Waterman, San Bernardino",126 E. Redlands Blvd.,,,San Bernardino,CA,92408-3709,(909) 514-0747,Mon: 04:30:00-22:00:00 Tue: 04:30:00-22:00:00 Wed: 04:30:00-22:00:00 Thu: 04:30:00-22:00:00 Fri: 04:30:00-22:30:00 Sat: 05:00:00-22:30:00 Sun: 05:00:00-22:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,34.063236,-117.284652
10347-100168,Third & Market - San Francisco,7 Third Street,Third & Market,,San Francisco,CA,94103-3214,(415) 979-9530,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-20:00:00,Wireless Hotspot,Starbucks Reserve-Clover Brewed | Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,37.787362,-122.403182
10348-5384,Bayfair Center - San Leandro,15555 E. 14th St,Bayfair Center,,San Leandro,CA,94578-1900,(510) 481-5790,Mon: 04:30:00-23:30:00 Tue: 04:30:00-23:30:00 Wed: 04:30:00-23:30:00 Thu: 04:30:00-23:30:00 Fri: 04:30:00-23:30:00 Sat: 05:00:00-23:30:00 Sun: 05:00:00-23:30:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,37.70219,-122.12457
10349-98256,Lake & Enterprise - West Sacramento,4055 Lake Rd,,,West Sacramento,CA,95691-3415,(916) 371-5616,Mon: 04:30:00-21:00:00 Tue: 04:30:00-21:00:00 Wed: 04:30:00-21:00:00 Thu: 04:30:00-21:00:00 Fri: 04:30:00-21:00:00 Sat: 05:30:00-20:00:00 Sun: 05:30:00-20:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,38.572604,-121.579782
10351-99161,Alameda & Broadway- Denver,381 S Broadway,,,Denver,CO,80209-1522,(303) 722-1002,Mon: 05:00:00-19:00:00 Tue: 05:00:00-19:00:00 Wed: 05:00:00-19:00:00 Thu: 05:00:00-19:00:00 Fri: 05:00:00-19:00:00 Sat: 06:00:00-19:00:00 Sun: 06:00:00-19:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,39.709661,-104.987775
10353-100691,Post Mall Pad,1319 Boston Post Rd.,Post Mall Pad,,Milford,CT,06460-2710,(203) 878-1865,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:30:00-21:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,41.238522,-73.035378
10354-100248,Clint Moore Rd & US Hwy 441,9704 Clint Moore Rd,,,Boca Raton,FL,33496-1036,(561) 479-3558,Mon: 06:00:00-21:00:00 Tue: 06:00:00-21:00:00 Wed: 06:00:00-21:00:00 Thu: 06:00:00-21:00:00 Fri: 06:00:00-21:00:00 Sat: 06:30:00-21:00:00 Sun: 06:30:00-21:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi |,26.408464,-80.19726
10355-98749,SR 60 & Mt Carmel -Brandon,1265 E Brandon Blvd,,,Brandon,FL,33511-5530,(813) 643-0398,Mon: 04:30:00-03:15:00 Tue: 04:30:00-03:15:00 Wed: 04:30:00-03:15:00 Thu: 04:30:00-03:15:00 Fri: 04:30:00-03:15:00 Sat: 04:30:00-03:15:00 Sun: 04:30:00-03:15:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,27.937565,-82.26409
10357-97314,NW 13th St & NW 16th Ave,1520 NW 13th St,,,Gainesville,FL,32601-4055,(352) 371-1375,Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-22:30:00 Sun: 05:30:00-22:30:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,29.666037,-82.33936
10358-98225,Kendall Dr & SW 137th Ave,13604 N Kendall Dr,,,Kendall,FL,33186,(305) 387-3716,Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-00:00:00 Sat: 06:00:00-00:00:00 Sun: 06:00:00-23:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,25.685286,-80.414707
10359-97022,Vanderbilt & Airport - Naples,2315 Vanderbilt Beach Rd,,300,Naples,FL,34109-2772,(239) 591-0105,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-21:00:00 Sat: 05:30:00-21:00:00 Sun: 05:30:00-21:00:00,,Drive-Through | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,26.244059,-81.77127
10360-100614,"Pineridge & Livingston, Naples",3370 Pine Ridge Rd,,,Naples,FL,34109-3870,(239) 213-4291,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-22:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,26.210934,-81.750168
10362-97313,University & Goldenrod,7420 University Blvd,,,Winter Park,FL,32792-8881,(407) 671-3548,Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:30:00 Sat: 06:30:00-22:30:00 Sun: 06:30:00-21:30:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,28.597083,-81.28897
10363-100477,Cedar Rapids-Williams & Wilson,3500 Williams Blvd. SW,,,Cedar Rapids,IA,52404-3122,(319) 396-0074,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-21:00:00 Sat: 05:00:00-21:00:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,41.958978,-91.714992
10364-100476,Cedar Rapids-Blairs Ferry & I-380,2615 Blairs Ferry Rd NE,,,Cedar Rapids,IA,52402-1802,(319) 393-2609,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 06:00:00-21:00:00,,Drive-Through | Oven-warmed Food | Mobile Payment | Digital Rewards | La Boulange |,42.034386,-91.679997
10366-101026,30 N. LaSalle,30 N LaSalle St.,,Suite 100B,Chicago,IL,60602-2501,(312) 263-0925,Mon: 05:30:00-19:00:00 Tue: 05:30:00-19:00:00 Wed: 05:30:00-19:00:00 Thu: 05:30:00-19:00:00 Fri: 05:30:00-19:00:00 Sat: 00:00:00-00:00:00 Sun: 00:00:00-00:00:00,Wireless Hotspot,Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,41.882828,-87.632889
10368-100752,Rockford,3001 North Perryville Road,,,Rockford,IL,61114-8016,(815) 636-1673,Mon: 05:00:00-22:00:00 Tue: 05:00:00-22:00:00 Wed: 05:00:00-22:00:00 Thu: 05:00:00-22:00:00 Fri: 05:00:00-22:00:00 Sat: 05:00:00-22:00:00 Sun: 05:00:00-22:00:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,42.305028,-88.978663
10369-96590,Woodfield Shopping Center II,"5 Woodfield Mall, #D106",Woodfield Shopping Center,,Schaumburg,IL,60173-5012,(847) 517-1081,Mon: 08:00:00-21:30:00 Tue: 08:00:00-21:30:00 Wed: 08:00:00-21:30:00 Thu: 08:00:00-21:30:00 Fri: 08:00:00-21:30:00 Sat: 08:00:00-21:30:00 Sun: 09:30:00-18:30:00,,Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,42.045801,-88.038597
10370-100683,Vernon Hills-Rte 60 & Aspen Dr,271 Townline Rd.,,Suite 100,Vernon Hills,IL,60061-4333,(847) 918-0376,Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-22:00:00 Sat: 05:30:00-22:00:00 Sun: 05:30:00-21:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards | La Boulange |,42.240283,-87.97104
10371-100822,Villa Park-Roosevelt & Ardmore,198 W. Roosevelt Rd.,,,Villa Park,IL,60181-3504,(630) 782-1125,Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-21:00:00 Sat: 06:00:00-21:00:00 Sun: 06:00:00-21:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Mobile Payment | Digital Rewards | La Boulange |,41.860824,-87.981697
10373-100374,SR-32 & SR-38,530 Westfield Road,,,Noblesville,IN,46060-1320,(317) 773-3706,Mon: 05:30:00-21:30:00 Tue: 05:30:00-21:30:00 Wed: 05:30:00-21:30:00 Thu: 05:30:00-21:30:00 Fri: 05:30:00-21:30:00 Sat: 05:30:00-21:30:00 Sun: 05:30:00-21:30:00,,Drive-Through | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | Google Wi-Fi |,40.047241,-86.026048
10374-99996,Nicholasville & New Circle,2700 Wilhite Dr.,,,Lexington,KY,40503-3399,(859) 278-0606,Mon: 05:30:00-00:00:00 Tue: 05:30:00-00:00:00 Wed: 05:30:00-00:00:00 Thu: 05:30:00-00:00:00 Fri: 05:30:00-00:00:00 Sat: 05:30:00-00:00:00 Sun: 05:30:00-00:00:00,Wireless Hotspot,Drive-Through | Oven-warmed Food | Wireless Hotspot | Verismo | Mobile Payment | Digital Rewards |,37.997775,-84.521001
10375-99782,I-20 & Cooktown,1200 Cooktown Rd,,,Ruston,LA,71270-3139,(318) 255-9219,Mon: 06:00:00-21:30:00 Tue: 06:00:00-21:30:00 Wed: 06:00:00-21:30:00 Thu: 06:00:00-21:30:00 Fri: 06:00:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:30:00-21:00:00,,Drive-Through | Oven-warmed Food | Verismo | Mobile Payment | Digital Rewards | La Boulange | Google Wi-Fi |,32.538575,-92.65262
